"curve","x","density"
"Bulk spectrum",4.31070676117357,0.0835236941611577
"Bulk spectrum",4.32461303370718,0.0830526734647781
"Bulk spectrum",4.33851930624078,0.0825833141272797
"Bulk spectrum",4.35242557877438,0.0821157545893762
"Bulk spectrum",4.36633185130799,0.0816500311209528
"Bulk spectrum",4.38023812384159,0.0811862763447254
"Bulk spectrum",4.39414439637519,0.0807245796344685
"Bulk spectrum",4.4080506689088,0.0802649616603716
"Bulk spectrum",4.4219569414424,0.0798073517924686
"Bulk spectrum",4.43586321397601,0.0793515698969903
"Bulk spectrum",4.44976948650961,0.0788973816935371
"Bulk spectrum",4.46367575904321,0.078444212198957
"Bulk spectrum",4.47758203157682,0.0779913282405608
"Bulk spectrum",4.49148830411042,0.0775380775944792
"Bulk spectrum",4.50539457664403,0.0770837937641062
"Bulk spectrum",4.51930084917763,0.076627839710408
"Bulk spectrum",4.53320712171123,0.0761696525567705
"Bulk spectrum",4.54711339424484,0.0757087872768936
"Bulk spectrum",4.56101966677844,0.0752447926019407
"Bulk spectrum",4.57492593931205,0.0747774803724612
"Bulk spectrum",4.58883221184565,0.0743074592930562
"Bulk spectrum",4.60273848437925,0.0738352319480216
"Bulk spectrum",4.61664475691286,0.0733614957423042
"Bulk spectrum",4.63055102944646,0.0728871119160763
"Bulk spectrum",4.64445730198007,0.0724130667644225
"Bulk spectrum",4.65836357451367,0.0719404265657481
"Bulk spectrum",4.67226984704727,0.0714704309045447
"Bulk spectrum",4.68617611958088,0.0710047089899403
"Bulk spectrum",4.70008239211448,0.0705438320560728
"Bulk spectrum",4.71398866464808,0.0700885241227625
"Bulk spectrum",4.72789493718169,0.0696393133598605
"Bulk spectrum",4.74180120971529,0.0691965137114913
"Bulk spectrum",4.7557074822489,0.0687602154747494
"Bulk spectrum",4.7696137547825,0.0683302848057174
"Bulk spectrum",4.7835200273161,0.0679064800603104
"Bulk spectrum",4.79742629984971,0.0674887348334494
"Bulk spectrum",4.81133257238331,0.0670753844945945
"Bulk spectrum",4.82523884491691,0.0666655380986596
"Bulk spectrum",4.83914511745052,0.0662582603833354
"Bulk spectrum",4.85305138998412,0.0658526143166481
"Bulk spectrum",4.86695766251773,0.065447701980238
"Bulk spectrum",4.88086393505133,0.0650427025769602
"Bulk spectrum",4.89477020758493,0.0646369019908602
"Bulk spectrum",4.90867648011854,0.0642294384870614
"Bulk spectrum",4.92258275265214,0.0638201500340834
"Bulk spectrum",4.93648902518574,0.0634089089079992
"Bulk spectrum",4.95039529771935,0.06299573389507
"Bulk spectrum",4.96430157025295,0.0625807668252016
"Bulk spectrum",4.97820784278656,0.0621642432724244
"Bulk spectrum",4.99211411532016,0.0617464588433196
"Bulk spectrum",5.00602038785376,0.0613277325031103
"Bulk spectrum",5.01992666038737,0.0609083161788552
"Bulk spectrum",5.03383293292097,0.0604885442424884
"Bulk spectrum",5.04773920545458,0.0600685152611276
"Bulk spectrum",5.06164547798818,0.0596482132930225
"Bulk spectrum",5.07555175052178,0.0592275221649403
"Bulk spectrum",5.08945802305539,0.0588062403066429
"Bulk spectrum",5.10336429558899,0.0583841036306366
"Bulk spectrum",5.1172705681226,0.0579608153164246
"Bulk spectrum",5.1311768406562,0.0575358524274425
"Bulk spectrum",5.1450831131898,0.0571091043830048
"Bulk spectrum",5.15898938572341,0.0566805325358341
"Bulk spectrum",5.17289565825701,0.0562501719385329
"Bulk spectrum",5.18680193079062,0.0558181786559702
"Bulk spectrum",5.20070820332422,0.0553848186440684
"Bulk spectrum",5.21461447585782,0.0549504456282777
"Bulk spectrum",5.22852074839143,0.0545154687423671
"Bulk spectrum",5.24242702092503,0.0540803417766591
"Bulk spectrum",5.25633329345863,0.0536454968398235
"Bulk spectrum",5.27023956599224,0.0532111192024246
"Bulk spectrum",5.28414583852584,0.0527772169991091
"Bulk spectrum",5.29805211105945,0.0523436110409658
"Bulk spectrum",5.31195838359305,0.0519099327833102
"Bulk spectrum",5.32586465612665,0.0514756371803376
"Bulk spectrum",5.33977092866026,0.0510400304243503
"Bulk spectrum",5.35367720119386,0.0506020014834735
"Bulk spectrum",5.36758347372747,0.0501605722893968
"Bulk spectrum",5.38148974626107,0.0497151673978111
"Bulk spectrum",5.39539601879467,0.0492652344275392
"Bulk spectrum",5.40930229132828,0.0488104436814088
