"scenario","score_distribution","n","p","spike_index","method","replications","truth","mean","bias","empirical_sd","rmse","relative_bias","relative_bias_percent","source_run_id"
"F3_Haar","Uniform",150,50,2,"FPCA",2000,4,6.03045663831251,2.03045663831251,0.385746014724092,2.06675585107407,0.507614159578126,50.7614159578126,"experiment_2b_functional_asymptotics_n-values150-300-600_replications150x2000-300x1500-600x1000_p-rulep-nearest-multiple-10-to-n-3_N200_decay1p1_M3_K03_spike-indices2_design-gridF3-Haar-Unif_cfg004232d3"
"F3_Haar","Uniform",300,100,2,"FPCA",1500,4,5.88173257318217,1.88173257318216,0.294513257754495,1.90462534651707,0.470433143295541,47.0433143295541,"experiment_2b_functional_asymptotics_n-values150-300-600_replications150x2000-300x1500-600x1000_p-rulep-nearest-multiple-10-to-n-3_N200_decay1p1_M3_K03_spike-indices2_design-gridF3-Haar-Unif_cfg004232d3"
"F3_Haar","Uniform",600,200,2,"FPCA",1000,4,5.79270874063063,1.79270874063063,0.218916286142798,1.80601247081289,0.448177185157658,44.8177185157658,"experiment_2b_functional_asymptotics_n-values150-300-600_replications150x2000-300x1500-600x1000_p-rulep-nearest-multiple-10-to-n-3_N200_decay1p1_M3_K03_spike-indices2_design-gridF3-Haar-Unif_cfg004232d3"
"F3_Haar","Uniform",150,50,2,"Proposed",2000,4,4.10317541217239,0.103175412172391,0.42849364758009,0.440636095083489,0.0257938530430979,2.57938530430979,"experiment_2b_functional_asymptotics_n-values150-300-600_replications150x2000-300x1500-600x1000_p-rulep-nearest-multiple-10-to-n-3_N200_decay1p1_M3_K03_spike-indices2_design-gridF3-Haar-Unif_cfg004232d3"
"F3_Haar","Uniform",300,100,2,"Proposed",1500,4,4.05236388401045,0.0523638840104515,0.32011754042609,0.32426670999449,0.0130909710026129,1.30909710026129,"experiment_2b_functional_asymptotics_n-values150-300-600_replications150x2000-300x1500-600x1000_p-rulep-nearest-multiple-10-to-n-3_N200_decay1p1_M3_K03_spike-indices2_design-gridF3-Haar-Unif_cfg004232d3"
"F3_Haar","Uniform",600,200,2,"Proposed",1000,4,4.01551171797909,0.0155117179790856,0.234191715481953,0.234587994653269,0.00387792949477139,0.387792949477139,"experiment_2b_functional_asymptotics_n-values150-300-600_replications150x2000-300x1500-600x1000_p-rulep-nearest-multiple-10-to-n-3_N200_decay1p1_M3_K03_spike-indices2_design-gridF3-Haar-Unif_cfg004232d3"
