"normal_quantile","empirical_quantile"
-0.106313862381904,-0.144185754990798
-0.104633455614075,-0.138137110838834
-0.102953344255004,-0.13573624476356
-0.10127352345992,-0.135198598398937
-0.099593988389847,-0.135104676558099
-0.0979147342114993,-0.134979019047413
-0.0962357560971854,-0.133480330188646
-0.0945570492247061,-0.133288415345546
-0.0928786087772564,-0.13210103908009
-0.0912004299433268,-0.128055731518167
-0.0895225079166037,-0.126818127282971
-0.0878448378958717,-0.126790003508609
-0.0861674150849155,-0.121558171559151
-0.0844902346924217,-0.12096680351996
-0.0828132919318812,-0.119164740110068
-0.0811365820214924,-0.118126129601869
-0.0794601001840633,-0.117932572299557
-0.0777838416469152,-0.117313463439246
-0.0761078016417856,-0.116202122172222
-0.0744319754047326,-0.115503683791012
-0.0727563581760375,-0.115368002507802
-0.0710809452001096,-0.114811349800297
-0.0694057317253909,-0.11388427200625
-0.0677307130042592,-0.111632084464519
-0.0660558842929336,-0.111120737227897
-0.0643812408513797,-0.108553998295578
-0.0627067779432138,-0.107895838834097
-0.0610324908356084,-0.106750937155955
-0.059358374799198,-0.106658305519896
-0.0576844251079842,-0.104443102330813
-0.0560106370392413,-0.104412980540087
-0.0543370058734232,-0.0995178831148588
-0.0526635268940685,-0.098176603264345
-0.0509901953877066,-0.09802200163608
-0.0493170066437654,-0.0940065930083075
-0.0476439559544766,-0.0933245835915144
-0.0459710386147824,-0.0897510680387715
-0.0442982499222434,-0.0891757003547986
-0.0426255851769444,-0.0887092090204456
-0.0409530396814019,-0.085765859169165
-0.0392806087404718,-0.0857400588789964
-0.0376082876612559,-0.0849054466165897
-0.0359360717530097,-0.0835767044957975
-0.0342639563270501,-0.082291916576025
-0.0325919366966631,-0.0802151746306037
-0.0309200081770108,-0.0760067937726343
-0.0292481660850405,-0.0758361497221662
-0.0275764057393917,-0.0725497877168424
-0.0259047224603043,-0.0725012099904729
-0.0242331115695267,-0.072184825446192
-0.0225615683902247,-0.0720503941278919
-0.0208900882468886,-0.0674249950116999
-0.019218666465242,-0.0645137140000727
-0.0175472983721508,-0.0631223932161005
-0.0158759792955307,-0.0616247823908477
-0.0142047045642562,-0.0596049841574326
-0.0125334695080693,-0.0565130999867362
-0.0108622694574874,-0.0549270220594527
-0.00919109974371266,-0.0541423883575748
-0.00751995569854052,-0.0508118384020815
-0.00584883265426801,-0.0475275571419581
-0.00417772594360267,-0.0427301897350146
-0.00250663089957177,-0.0412811470605189
-0.000835542855430219,-0.0393595846766687
0.00083554285543008,-0.0377812904029791
0.00250663089957177,-0.0352470033576874
0.00417772594360281,-0.033546697910106
0.00584883265426788,-0.0330428286702867
0.00751995569854052,-0.0329852826751083
0.0091910997437128,-0.0300441674504285
0.0108622694574873,-0.0297969262267656
0.0125334695080693,-0.0272774084746729
0.0142047045642564,-0.0270170273508784
0.0158759792955306,-0.026135674174364
0.0175472983721508,-0.025473064932148
0.0192186664652421,-0.0220255568137931
0.0208900882468884,-0.0205139545392686
0.0225615683902247,-0.0184780299352933
0.0242331115695269,-0.0174351648584283
0.0259047224603042,-0.0165528860328632
0.0275764057393917,-0.0150997731217905
0.0292481660850407,-0.0143016281021159
