"n","theoretical","observed"
150,0.791277094580857,0.730459510494913
150,0.792762978750244,0.730964956177493
150,0.794249967666326,0.736892482798934
150,0.795738062973073,0.737354615799627
150,0.797227266318125,0.738197152886068
150,0.798717579352807,0.738231493075126
150,0.800209003732137,0.752474758138162
150,0.801701541114838,0.752620756461195
150,0.80319519316335,0.753401692467293
150,0.804689961543841,0.754462376068293
150,0.806185847926217,0.75634607604684
150,0.807682853984134,0.757111236837127
150,0.809180981395007,0.757930156223492
150,0.810680231840027,0.759543779138116
150,0.812180607004166,0.760151703001115
150,0.813682108576191,0.761316204815186
150,0.815184738248677,0.761787545383191
150,0.816688497718016,0.76241486766841
150,0.818193388684428,0.76501459878391
150,0.819699412851977,0.76948392388619
150,0.821206571928576,0.771448200366392
150,0.822714867626004,0.771878533624242
150,0.824224301659916,0.773312240515174
150,0.825734875749853,0.773857007588207
150,0.827246591619256,0.775619676237729
150,0.828759450995477,0.785225214748505
150,0.830273455609791,0.786699356319859
150,0.831788607197407,0.786975932252168
150,0.833304907497482,0.788504191204341
150,0.83482235825313,0.789985806794313
150,0.836340961211437,0.790230829170054
150,0.83786071812347,0.792136588643496
150,0.839381630744293,0.795210895577807
150,0.840903700832976,0.795556647445624
150,0.842426930152607,0.796357726268016
150,0.843951320470308,0.796564591576425
150,0.845476873557243,0.796782213178798
150,0.847003591188632,0.797223019183543
150,0.848531475143763,0.799520954832725
150,0.850060527206009,0.799594143701332
150,0.85159074916283,0.800615783477584
150,0.853122142805798,0.800989993711685
150,0.854654709930598,0.802800218597509
150,0.856188452337052,0.803407126406903
150,0.857723371829121,0.804253494388485
150,0.859259470214925,0.806047916811945
150,0.860796749306752,0.807358822176099
150,0.862335210921075,0.807516800848538
150,0.863874856878558,0.809476740040498
150,0.865415689004077,0.80985027646034
150,0.866957709126727,0.810767627953216
150,0.868500919079836,0.81160139265867
150,0.87004532070098,0.81194673608642
150,0.871590915831997,0.815475176221853
150,0.873137706318996,0.815831375498683
150,0.874685694012374,0.816024187911371
150,0.876234880766828,0.820492150218186
150,0.877785268441366,0.820772079070947
150,0.879336858899325,0.822045409353036
150,0.880889654008382,0.822786846982097
150,0.882443655640567,0.825079049577551
150,0.883998865672276,0.826345544133027
150,0.885555285984288,0.826844700969948
