"normal_quantile","empirical_quantile"
-0.823893630338558,-0.629422868245251
-0.821549513089577,-0.621149439758322
-0.819209901491795,-0.618618712942558
-0.816874765500164,-0.618396877842435
-0.814544075339258,-0.61546180254095
-0.812217801499913,-0.611631929627243
-0.809895914735898,-0.611126606788943
-0.807578386060657,-0.608956153970594
-0.805265186744091,-0.608417010671753
-0.802956288309394,-0.607530894578619
-0.800651662529929,-0.600924399250389
-0.798351281426168,-0.597088166875991
-0.796055117262663,-0.590679280290499
-0.793763142545069,-0.590419756557824
-0.791475330017218,-0.588211287726444
-0.789191652658222,-0.585699102298359
-0.78691208367964,-0.583802124507797
-0.784636596522669,-0.583351509208524
-0.782365164855387,-0.582573175905445
-0.780097762570036,-0.581311324024345
-0.777834363780343,-0.579552497862097
-0.775574942818884,-0.577660356895764
-0.773319474234482,-0.575774622655923
-0.771067932789649,-0.575721397913767
-0.768820293458062,-0.572110460795988
-0.766576531422076,-0.570649670867793
-0.764336622070278,-0.564652157529842
-0.762100540995067,-0.562631683655206
-0.759868263990279,-0.560037683408332
-0.757639767048844,-0.559506012671572
-0.755415026360469,-0.559045746507961
-0.753194018309367,-0.558350370770571
-0.750976719472009,-0.5473960111506
-0.748763106614909,-0.547068690166022
-0.746553156692447,-0.545855434244206
-0.744346846844718,-0.545182082520742
-0.742144154395409,-0.544094262780308
-0.739945056849712,-0.543753816532949
-0.737749531892264,-0.543548657376791
-0.735557557385111,-0.540535756658379
-0.73336911136571,-0.539730684291631
-0.731184172044954,-0.539463161992162
-0.729002717805219,-0.535463315441409
-0.726824727198447,-0.534892368466939
-0.724650178944256,-0.533023074871487
-0.722479051928063,-0.528867499600397
-0.720311325199247,-0.526081836705694
-0.718146977969336,-0.523785951859653
-0.715985989610205,-0.520299804712529
-0.713828339652317,-0.519976148322736
-0.711674007782977,-0.519066218687019
-0.709522973844608,-0.518794937977279
-0.707375217833061,-0.518175037437575
-0.705230719895934,-0.516860260132896
-0.703089460330929,-0.516403718673328
-0.700951419584212,-0.515089846590906
-0.698816578248817,-0.513598363049796
-0.696684917063051,-0.511699812495225
-0.694556416908933,-0.510285307034174
-0.692431058810651,-0.508101610378245
-0.690308823933034,-0.507298045631471
-0.688189693580052,-0.506658569421438
-0.686073649193329,-0.501141733182749
-0.683960672350682,-0.495863376615139
-0.681850744764672,-0.493419075764764
-0.67974384828118,-0.489188649845186
-0.677639964877996,-0.487926976325228
-0.675539076663432,-0.486647634922953
-0.67344116587495,-0.482478882228412
-0.671346214877805,-0.481157360425147
-0.669254206163712,-0.479209343344059
-0.667165122349522,-0.478155755748119
-0.665078946175923,-0.478013690404599
-0.662995660506153,-0.477311352612387
-0.660915248324727,-0.477177688205608
-0.658837692736188,-0.475809170386834
-0.656762976963864,-0.469832663256819
-0.654691084348651,-0.468068809604575
-0.652621998347801,-0.466176105540861
-0.650555702533734,-0.46402471049871
-0.648492180592857,-0.4614456894762
-0.646431416324407,-0.460541892526253
-0.644373393639299,-0.460152498874488
-0.642318096558993,-0.459890327117125
-0.640265509214374,-0.459376886325677
-0.63821561584465,-0.459065100227201
