"standardized_alpha","quantity","standardized_error"
-0.140566316642198,"Delta",-0.0220255568137931
0.0440376361487342,"Delta",-0.0475275571419581
-0.154707973692315,"Delta",-0.333165313273805
-1.19373180000617,"Delta",-0.901724633843665
0.364253846641775,"Delta",-0.50613355177192
0.331622867478547,"Delta",0.213949614572699
0.988469858971379,"Delta",1.1015049093612
-0.519066218687019,"Delta",-0.401599087256718
1.33534853579952,"Delta",1.29307547545368
1.27203400056149,"Delta",2.01630989062081
-1.29692337962151,"Delta",-1.06476027354777
0.252648623764387,"Delta",0.19430868067376
-0.52886749960043,"Delta",-0.193251373695165
0.637851875789653,"Delta",0.647473467335469
1.1143937401448,"Delta",1.55079499001268
-0.570649670867793,"Delta",-0.698651773887703
0.953271162659132,"Delta",0.993108662912501
-0.564652157529842,"Delta",-0.45269253922591
-0.637834045180064,"Delta",-0.538199257799756
-1.4671798368706,"Delta",-1.16167800294366
1.10478179845954,"Delta",0.996136669192588
-0.534892368466939,"Delta",-0.451250839877848
-0.199081374569709,"Delta",-0.391910574704685
-1.11923451545837,"Delta",-0.957631028079965
0.654212270691942,"Delta",1.0231515963148
-0.675287069966402,"Delta",-0.640419524221115
-0.345446100354205,"Delta",-0.476120804714137
0.424374521121742,"Delta",0.43331487343905
2.01115737425741,"Delta",2.7443724024453
0.0674846162106502,"Delta",-0.072184825446192
0.232296215982536,"Delta",0.353592425473538
-0.812932519816569,"Delta",-0.828522096770383
-0.763164909693084,"Delta",-0.738783982591734
-0.699114124445773,"Delta",-0.679837922212442
1.5594313944975,"Delta",1.98857611806103
-0.0295381025431409,"Delta",-0.169964102965885
-1.03891921648398,"Delta",-0.907874650661625
-0.412165775008385,"Delta",-0.403244030181445
1.09312092296084,"Delta",0.556694038958893
1.3566758373593,"Delta",0.806343874238013
0.78130537308995,"Delta",0.688628050190965
2.0383781109349,"Delta",3.30938365213885
-0.32694456746419,"Delta",-0.843841185031881
2.3795613502789,"Delta",3.32107517247224
-1.00957674722594,"Delta",-0.865909422028386
0.954162048892964,"Delta",0.106226234894178
0.465222588694554,"Delta",-0.231928226910451
0.670676110829371,"Delta",0.830547374037574
0.935939382473599,"Delta",0.51145666267118
0.0225497970833668,"Delta",-0.45139335736283
-0.160066492989867,"Delta",-0.184299897997036
-1.93385740813435,"Delta",-1.39276155881353
0.978662893915321,"Delta",0.675344874032832
1.17965647296356,"Delta",1.72315748401953
0.119775777299978,"Delta",0.257447185173422
-0.882082971839102,"Delta",-0.76304962362919
-0.468068809604575,"Delta",-0.454591673209826
-1.09756461653933,"Delta",-0.800275858906777
-1.16363488185288,"Delta",-1.04252565351809
0.983449238570225,"Delta",0.945406163799788
0.390779880051604,"Delta",0.22236068997727
0.587234932985711,"Delta",0.412892856450427
1.04981007157035,"Delta",0.892440827965855
1.74009871078653,"Delta",1.95801288867335
