"spike_index","K0","hat_lambda","mhat1","mhat2","mhat3","mhat4","hat_alpha","hat_Delta","hat_r2","d_alpha","d_Delta","d_r2","se_alpha","se_Delta","se_r2","ci_alpha_lower","ci_alpha_upper","ci_Delta_lower","ci_Delta_upper","ci_r2_lower","ci_r2_upper","ci_r2_display_lower","ci_r2_display_upper","phase_lower_bound","phase_certified","sample_gap_previous","sample_gap_next","minimum_neighbor_gap","previous_relative_gap","next_relative_gap","relative_neighbor_gap","phase_interior","separation_pass","regular_inference_valid","inference_status","K0_sensitivity","domain_hours"
1,8,2.78196749171654,-0.367324798480057,0.143067809066146,-0.0559599232592952,0.0219929500257345,2.72238630263427,0.943101795289479,0.922903454886047,1.06033092609378,0.00312509092515856,0.0307711179580579,0.323697863920995,0.00095402787199592,0.00939380801631298,2.08795014747657,3.35682245779196,0.94123193502012,0.944971655558839,0.904491929496389,0.941314980275704,0.904491929496389,0.941314980275704,0.941532559084014,1,Inf,0.765208017126606,0.765208017126606,Inf,0.275060013966754,0.275060013966754,TRUE,TRUE,TRUE,"regular_separated",8,18
2,8,2.01675947458993,-0.523710086900829,0.292226822928464,-0.164747669316518,0.0940244911163703,1.90945338845338,0.938559480519742,0.888621376482119,1.06546257403551,0.0108364597340063,0.0654864102238427,0.22758704090367,0.00231471087284953,0.0139881575246691,1.46339098493414,2.35551579197261,0.934022730574334,0.943096230465151,0.861205091523695,0.916037661440543,0.861205091523695,0.916037661440543,0.934752119945192,1,0.765208017126606,0.455879922741408,0.455879922741408,0.275060013966754,0.226045757307823,0.226045757307823,TRUE,TRUE,TRUE,"regular_separated",8,18
3,8,1.56087955184853,-0.703300976138773,0.531992830373011,-0.411931180188801,0.328639808820715,1.42186636152583,0.929772423231597,0.846966142199585,1.07553200655738,0.0332755413354706,0.128355343273999,0.170270659286917,0.00526794956056694,0.0203203147735393,1.08814200169958,1.75559072135208,0.919447431820513,0.940097414642682,0.807139057088931,0.886793227310239,0.807139057088931,0.886793227310239,0.921107417290302,1,0.455879922741408,0.209491515894891,0.209491515894891,0.226045757307823,0.13421376149543,0.13421376149543,TRUE,TRUE,TRUE,"regular_separated",8,18
4,8,1.35138803595364,-0.836490432133417,0.760803993122674,-0.720347820094401,0.719950464631799,1.19547093617026,0.919706323016008,0.813594726108242,1.08730360439481,0.0686199971912997,0.19863908739181,0.143940764285496,0.00908413694304079,0.0262964842023724,0.913352222263517,1.477589650077,0.901901741777019,0.937510904254998,0.762054564151566,0.865134888064919,0.762054564151566,0.865134888064919,0.904764247417524,1,0.209491515894891,0.371173369514204,0.209491515894891,0.13421376149543,0.274660837331062,0.13421376149543,TRUE,TRUE,TRUE,"regular_separated",8,18
5,8,0.980214666439431,-1.28212023876343,1.95834432182362,-3.73345247069004,9.6768245051176,0.779958048992715,0.839399021064922,0.667910861989379,1.19132852779758,0.636275707667139,0.84507764058775,0.098300648598411,0.0525013153732857,0.069730287026171,0.587292318082902,0.972623779902529,0.736498333792303,0.942299708337541,0.531242010786443,0.804579713192314,0.531242010786443,0.804579713192314,0.75304204205345,1,0.371173369514204,0.0693136850114928,0.0693136850114928,0.274660837331062,0.0707127605662854,0.0707127605662854,TRUE,TRUE,TRUE,"regular_separated",8,18
6,8,0.910900981427938,-1.44010023190208,2.68440134992048,-7.52575297195111,33.9552580893008,0.694396110664604,0.77257027082998,0.588944135770346,1.29438063792655,1.45162049278418,1.55785921577941,0.091223693455183,0.102305441666008,0.109792797715394,0.515600956955723,0.873191264373485,0.57205528974214,0.973085251917819,0.373754206486283,0.80413406505441,0.373754206486283,0.80413406505441,0.604292794048774,1,0.0693136850114928,0.0198679876113373,0.0198679876113373,0.0707127605662854,0.0218113582227039,0.0218113582227039,TRUE,FALSE,FALSE,"weak_sample_separation",8,18
1,10,2.78196749171654,-0.360776380167033,0.139850815640307,-0.0543791123634604,0.0212159420059977,2.77180008163788,0.93070316315634,0.927301670957206,1.07445643206869,0.00223010292039727,0.0283539361025898,0.331761263655329,0.000688591683078261,0.00875488050537942,2.12155995340794,3.42204020986782,0.929353548257452,0.932052778055227,0.91014242047771,0.944460921436701,0.91014242047771,0.944460921436701,0.92957053062894,1,Inf,0.765208017126606,0.765208017126606,Inf,0.275060013966754,0.275060013966754,TRUE,TRUE,TRUE,"regular_separated",10,18
2,10,2.01675947458993,-0.513216186797116,0.283962012365377,-0.158233994721312,0.0888874224051115,1.94849660966621,0.927556655189724,0.896160905989045,1.07810126142156,0.00730445379630473,0.0585453044630053,0.233613964648278,0.00158280346383685,0.0126861930103941,1.49062165266997,2.40637156666245,0.924454417405998,0.930658892973449,0.871296424587749,0.921025387390341,0.871296424587749,0.921025387390341,0.92495317517148,1,0.765208017126606,0.455879922741408,0.455879922741408,0.275060013966754,0.226045757307823,0.226045757307823,TRUE,TRUE,TRUE,"regular_separated",10,18
3,10,1.56087955184853,-0.686925224607678,0.511846909145768,-0.387105977342228,0.297998147489268,1.45576252578456,0.921889447354123,0.859805043114954,1.08472876316142,0.0205856962137179,0.109017279263246,0.175073527390348,0.00332249920193682,0.0175952185240201,1.11262471745309,1.79890033411603,0.915377468579664,0.928401426128583,0.825319048507763,0.894291037722146,0.825319048507763,0.894291037722146,0.916424422491274,1,0.455879922741408,0.209491515894891,0.209491515894891,0.226045757307823,0.13421376149543,0.13421376149543,TRUE,TRUE,TRUE,"regular_separated",10,18
4,10,1.35138803595364,-0.814424529714308,0.724175954938971,-0.659365652921599,0.618121819865322,1.22786085575147,0.915920102119752,0.832198014536307,1.09179828861236,0.0390501632377949,0.159650778735685,0.148145930862337,0.00529871025035408,0.0216629880037233,0.93750016680513,1.51822154469781,0.905534820864545,0.92630538337496,0.789739338251486,0.874656690821128,0.789739338251486,0.874656690821128,0.907204499346293,1,0.209491515894891,0.371173369514204,0.209491515894891,0.13421376149543,0.274660837331062,0.13421376149543,TRUE,TRUE,TRUE,"regular_separated",10,18
5,10,0.980214666439431,-1.22419614894238,1.70164767291972,-2.57434834014114,4.35310125670043,0.816862559863409,0.880708877010912,0.733939342473627,1.13544898445211,0.216379583817893,0.451751084152339,0.100508356713709,0.0191536182547441,0.0399883744082939,0.619869800559234,1.01385531916758,0.843168475057984,0.918249278963839,0.655563568833067,0.812315116114186,0.655563568833067,0.812315116114186,0.849203978555352,1,0.371173369514204,0.0693136850114928,0.0693136850114928,0.274660837331062,0.0707127605662854,0.0707127605662854,TRUE,TRUE,TRUE,"regular_separated",10,18
6,10,0.910900981427938,-1.35618831960639,2.13495578993554,-3.79908653721947,7.93028193378972,0.737360723096502,0.861491730605036,0.697364673408072,1.16077724773712,0.353618123860329,0.618485931608559,0.09173262305667,0.0279453427652234,0.0488770235122236,0.55756808569804,0.917153360494964,0.806719865249572,0.916263595960501,0.601567467652596,0.793161879163548,0.601567467652596,0.793161879163548,0.815525732201257,1,0.0693136850114928,0.0198679876113373,0.0198679876113373,0.0707127605662854,0.0218113582227039,0.0218113582227039,TRUE,FALSE,FALSE,"weak_sample_separation",10,18
1,6,2.83385114856947,-0.373330100966454,0.146254610495055,-0.0577973000899444,0.0230758352284666,2.67859462018,0.952963901895831,0.900754431697117,1.04935769131506,0.00652960078609321,0.0411933145815948,0.316838636437301,0.00197152012766308,0.0124377357028841,2.05760230385211,3.29958693650789,0.949099793450815,0.956828010340846,0.876376917670236,0.925131945723997,0.876376917670236,0.925131945723997,0.949721039863236,1,Inf,0.571890918608675,0.571890918608675,Inf,0.20180697172375,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",6,24
2,6,2.26196022996079,-0.48149562096919,0.24483543433553,-0.126663370879808,0.0669457186418139,2.07686208648612,0.94691372448478,0.869426963174276,1.05606242062243,0.0167630538489502,0.0731169300095077,0.246446026862665,0.00391187863376844,0.0170627952906593,1.5938367497023,2.55988742326993,0.939246583250702,0.954580865718857,0.835984498929004,0.902869427419548,0.835984498929004,0.902869427419548,0.940479256725832,1,0.571890918608675,0.646254265872527,0.571890918608675,0.20180697172375,0.285705406006952,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",6,24
3,6,1.61570596408826,-0.720732690657824,0.564022501671923,-0.468971374031883,0.423432110020219,1.38747695638349,0.920983843451374,0.790888867400673,1.08579537753074,0.0900871976833708,0.20678579573029,0.166943356682873,0.0138510989148042,0.0317937574315896,1.06027398982683,1.71467992294014,0.893836188432056,0.948131498470692,0.728574247901555,0.853203486899791,0.728574247901555,0.853203486899791,0.898200813164095,1,0.646254265872527,0.0792008301929987,0.0792008301929987,0.285705406006952,0.0490193339341242,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",6,24
4,6,1.53650513389527,-0.768574082630435,0.647219673310698,-0.588182392545406,0.593333223141048,1.3011107485924,0.912682578806047,0.772858539253354,1.09567118209726,0.121713099232704,0.250896449285205,0.157261984773721,0.0174695144593087,0.0360112360642228,0.992882922298617,1.60933857488618,0.8784429596384,0.946922197973694,0.702277813528708,0.843439264978001,0.702277813528708,0.843439264978001,0.883947784586572,1,0.0792008301929987,0.453902859435105,0.0792008301929987,0.0490193339341242,0.295412523799641,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",6,24
5,6,1.08260227446016,-1.32425208191121,2.78123387059618,-11.532915120196,74.3180154315347,0.755143234176958,0.630527189743399,0.439809108600631,1.58597442944048,2.58069762115911,2.31755215988748,0.109811239676714,0.178684851249591,0.160464929931104,0.539917159312904,0.970369309041013,0.280311316711304,0.980743062775495,0.125303625153925,0.754314592047338,0.125303625153925,0.754314592047338,0.336616764084225,1,0.453902859435105,0.0476924674483361,0.0476924674483361,0.295412523799641,0.0440535444765419,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",6,24
6,6,1.03490980701182,-1.49584320730908,4.83950837213745,-40.3665136896961,486.808322801259,0.668519263993537,0.462350042358636,0.298663620666071,2.16286343329524,4.72127030708223,3.72747122889619,0.113526655523324,0.247815012050027,0.195651438579865,0.446011107882537,0.891027420104538,-0.0233584560877773,0.948058540805049,-0.0848061524739151,0.682133393806056,0,0.682133393806056,0.0547306209751256,0,0.0476924674483361,0.0683029379659261,0.0476924674483361,0.0440535444765419,0.0659989281221931,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",6,24
1,8,2.83385114856947,-0.366217718905081,0.142460602180598,-0.055773403412654,0.0219961795961893,2.73061610178176,0.941421105815788,0.907125849357137,1.06222390152752,0.00469831442947077,0.0373002808311117,0.324966093627922,0.00143735504782487,0.0114112726473956,2.09369426207436,3.36753794148915,0.938603941689054,0.944238269942521,0.884760165950474,0.929491532763799,0.884760165950474,0.929491532763799,0.939056867152156,1,Inf,0.571890918608675,0.571890918608675,Inf,0.20180697172375,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",8,24
2,8,2.26196022996079,-0.471260947822372,0.236979037335066,-0.120632402301962,0.0623158900876203,2.12196661875093,0.937158338728631,0.879157239338689,1.06705554299034,0.0115849570918215,0.0642918699292689,0.253105410532194,0.00274795003876372,0.0152500216499765,1.62588912981561,2.61804410768626,0.931772455621339,0.942544221835924,0.849267746141279,0.909046732536099,0.849267746141279,0.909046732536099,0.932638363140689,1,0.571890918608675,0.646254265872527,0.571890918608675,0.20180697172375,0.285705406006952,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",8,24
3,8,1.61570596408826,-0.700421879194525,0.533078837941837,-0.421822417114568,0.351581856000908,1.42771096920899,0.920296912832838,0.813216034714617,1.0866058399803,0.0556082355900434,0.164743127234693,0.17184847478087,0.00879453258927591,0.0260543925904413,1.09089414784035,1.76452779057764,0.903059945696994,0.937533879968683,0.762150363598285,0.864281705830949,0.762150363598285,0.864281705830949,0.905831194006025,1,0.646254265872527,0.0792008301929987,0.0792008301929987,0.285705406006952,0.0490193339341242,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",8,24
4,8,1.53650513389527,-0.745476156398727,0.607199445505113,-0.518830486788387,0.473131841423254,1.34142452634681,0.915242436192802,0.79903973268866,1.09260668043297,0.0731323786972191,0.194637705510106,0.161907712418862,0.0108371075801262,0.0288423512449233,1.02409124118657,1.65875781150705,0.894002095639169,0.936482776746436,0.742509763019156,0.855569702358164,0.742509763019156,0.855569702358164,0.897416980483968,1,0.0792008301929987,0.453902859435105,0.0792008301929987,0.0490193339341242,0.295412523799641,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",8,24
5,8,1.08260227446016,-1.21584750461952,1.8966571150486,-4.28880030047691,14.7834703084553,0.822471565061059,0.779416133132549,0.592135839702558,1.28301167693425,1.09320163069978,1.20726830827888,0.107573565887184,0.091659023656794,0.101222895503548,0.611631250233632,1.03331187988849,0.599767747907128,0.95906451835797,0.393742610104742,0.790529069300373,0.393742610104742,0.790529069300373,0.62865045562784,1,0.453902859435105,0.0476924674483361,0.0476924674483361,0.295412523799641,0.0440535444765419,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",8,24
6,8,1.03490980701182,-1.31811396991872,2.44751714917381,-7.87110337749254,41.4003968213931,0.758659738703523,0.709872222256495,0.520384936929918,1.40870422682728,1.92960535622536,1.87796940878996,0.103974373997067,0.142421315386256,0.13861014253102,0.554873710354173,0.962445767052873,0.430731573468613,0.989012871044378,0.248714049677156,0.79205582418268,0.248714049677156,0.79205582418268,0.475610005088213,1,0.0476924674483361,0.0683029379659261,0.0476924674483361,0.0440535444765419,0.0659989281221931,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",8,24
1,10,2.83385114856947,-0.359339131333174,0.138911965381791,-0.0539426680102904,0.0210517026644991,2.78288645127495,0.929542757187183,0.912825624649621,1.07579774278057,0.00324682441317137,0.0339502373185792,0.33329605178986,0.0010059081876933,0.0105182225297894,2.12963819357743,3.43613470897247,0.92757121336755,0.931514301006815,0.892210287309856,0.933440961989387,0.892210287309856,0.933440961989387,0.927888185456275,1,Inf,0.571890918608675,0.571890918608675,Inf,0.20180697172375,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",10,24
2,10,2.26196022996079,-0.461503576476923,0.22983850736998,-0.11540685752433,0.0584917286643463,2.16683044502907,0.926674792392995,0.887702235522036,1.07912722802965,0.0075995322430199,0.0569261389323152,0.259914568342309,0.00183039505559924,0.0137110179816355,1.65740725202087,2.67625363803727,0.92308728400654,0.930262300779449,0.86082913408665,0.914575336957423,0.86082913408665,0.914575336957423,0.923664060447038,1,0.571890918608675,0.646254265872527,0.571890918608675,0.20180697172375,0.285705406006952,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",10,24
3,10,1.61570596408826,-0.681909121834311,0.50737392513143,-0.386130176365083,0.302020390124269,1.46647107067586,0.916483933068473,0.831832774314577,1.09112660235287,0.0311375677472885,0.132344357668256,0.17688069680727,0.00504765869345267,0.0214541210455256,1.11979127537327,1.81315086597846,0.906590703823055,0.926377162313891,0.789783469745384,0.87388207888377,0.789783469745384,0.87388207888377,0.908181273358934,1,0.646254265872527,0.0792008301929987,0.0792008301929987,0.285705406006952,0.0490193339341242,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",10,24
4,10,1.53650513389527,-0.724675994143824,0.574749745783355,-0.468204836637575,0.394146497484159,1.37992704061,0.913711228828088,0.820599166351251,1.0944376827705,0.0393098850440115,0.152063017447866,0.166694400796112,0.00598731004600252,0.0231608011819857,1.05321201862514,1.70664206259487,0.901976316773648,0.925446140882528,0.775204830181466,0.865993502521036,0.775204830181466,0.865993502521036,0.903862980183238,1,0.0792008301929987,0.453902859435105,0.0792008301929987,0.0490193339341242,0.295412523799641,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",10,24
5,10,1.08260227446016,-1.14456935302543,1.51544954842917,-2.2491592476398,3.86573093764513,0.873691050137512,0.864455702430322,0.697640516994408,1.15679727392463,0.276830631973586,0.502699783109363,0.108506532091529,0.0259664614788133,0.0471527824087133,0.661022155150775,1.08635994512425,0.813562373125901,0.915349031734743,0.605222761702476,0.79005827228634,0.605222761702476,0.79005827228634,0.8217446740878,1,0.453902859435105,0.0476924674483361,0.0476924674483361,0.295412523799641,0.0440535444765419,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",10,24
6,10,1.03490980701182,-1.22242511417671,1.76025659846524,-2.93120386430782,5.86590130606765,0.818046020490578,0.84892348142472,0.671032848442768,1.1779624687984,0.382428239369276,0.62016133826158,0.102520999455328,0.033283679538681,0.0539741816112241,0.617108553899085,1.01898348708207,0.783688668255933,0.914158294593507,0.565245396389744,0.776820300495791,0.565245396389744,0.776820300495791,0.79417670041723,1,0.0476924674483361,0.0683029379659261,0.0476924674483361,0.0440535444765419,0.0659989281221931,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",10,24
