"rank","sample_eigenvalue","fpca_eigenvalue_se","fpca_eigenvalue_ci_lower","fpca_eigenvalue_ci_upper","proposed_alpha","proposed_alpha_se","proposed_alpha_ci_lower","proposed_alpha_ci_upper","hat_Delta","Delta_se","Delta_ci_lower","Delta_ci_upper","Delta_one_sided_lower","hat_r2","r2_se","r2_ci_lower","r2_ci_upper","phase_valid","fpca_gap_wald_regular","fpca_equality_rejected","proposed_equality_rejected","proposed_gap_local_inference_valid","prespecified_cluster_member"
1,2.83385114856947,0.312145834754825,2.22205655452582,3.44564574261312,2.73061610178176,0.324966093627922,2.09369426207436,3.36753794148915,0.941421105815788,0.00143735504782487,0.938603941689054,0.944238269942521,0.939056867152156,0.907125849357137,0.0114112726473956,0.884760165950474,0.929491532763799,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2,2.26196022996079,0.26258700772949,1.74729915200285,2.77662130791873,2.12196661875093,0.253105410532194,1.62588912981561,2.61804410768626,0.937158338728631,0.00274795003876372,0.931772455621339,0.942544221835924,0.932638363140689,0.879157239338689,0.0152500216499765,0.849267746141279,0.909046732536099,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3,1.61570596408826,0.189477923240748,1.24433605867095,1.98707586950558,1.42771096920899,0.17184847478087,1.09089414784035,1.76452779057764,0.920296912832838,0.00879453258927591,0.903059945696994,0.937533879968683,0.905831194006025,0.813216034714617,0.0260543925904413,0.762150363598285,0.864281705830949,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
4,1.53650513389527,0.193285104381445,1.15767329055957,1.91533697723096,1.34142452634681,0.161907712418862,1.02409124118657,1.65875781150705,0.915242436192802,0.0108371075801262,0.894002095639169,0.936482776746436,0.897416980483968,0.79903973268866,0.0288423512449233,0.742509763019156,0.855569702358164,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
5,1.08260227446016,0.173104270580445,0.743324138552412,1.42188041036791,0.822471565061059,0.107573565887184,0.611631250233632,1.03331187988849,0.779416133132549,0.091659023656794,0.599767747907128,0.95906451835797,0.62865045562784,0.592135839702558,0.101222895503548,0.393742610104742,0.790529069300373,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
6,1.03490980701182,0.156791521978526,0.727604070852693,1.34221554317096,0.758659738703523,0.103974373997067,0.554873710354173,0.962445767052873,0.709872222256495,0.142421315386256,0.430731573468613,0.989012871044378,0.475610005088213,0.520384936929918,0.13861014253102,0.248714049677156,0.79205582418268,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
